O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
39-5011.00,Barbers,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-5011.00,Barbers,Point of sale POS payment software,2.E.9.j,Point of sale POS software,N,N
39-5011.00,Barbers,YouTube,2.E.4.c,Video creation and editing software,N,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Apple iOS,2.E.13.c,Operating system software,Y,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Appointment scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Customer information databases,2.E.6.f,Data base user interface and query software,N,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Facebook,2.E.4.g,Web page creation and editing software,Y,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Intuit QuickBooks,2.E.2.a,Accounting software,Y,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Microsoft Word,2.E.4.d,Word processing software,Y,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Sale processing software,2.E.9.j,Point of sale POS software,N,N
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",YouTube,2.E.4.c,Video creation and editing software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Appointment scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Autodesk Maya,2.E.4.b,Graphics or photo imaging software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Autodesk Mudbox,2.E.4.b,Graphics or photo imaging software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Blogging software,2.E.4.g,Web page creation and editing software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Bookitlive,2.E.6.f,Data base user interface and query software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Clear Books,2.E.2.a,Accounting software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Client databases,2.E.6.f,Data base user interface and query software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",DatInf DigiMakeup,2.E.4.b,Graphics or photo imaging software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Email software,2.E.16.a,Electronic mail software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Facebook,2.E.4.g,Web page creation and editing software,Y,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Instagram,2.E.4.g,Web page creation and editing software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Intuit QuickBooks,2.E.2.a,Accounting software,Y,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Pixologic Zbrush,2.E.4.b,Graphics or photo imaging software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",SavingFace,2.E.4.b,Graphics or photo imaging software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Twitter,2.E.16.d,Instant messaging software,N,N
39-5091.00,"Makeup Artists, Theatrical and Performance",Web browser software,2.E.10.e,Internet browser software,N,N
39-5092.00,Manicurists and Pedicurists,Aknaf ADVANTAGE Salon Software and Spa Software,2.E.6.f,Data base user interface and query software,N,N
39-5092.00,Manicurists and Pedicurists,Appointment Search,2.E.4.h,Calendar and scheduling software,N,N
39-5092.00,Manicurists and Pedicurists,AppointmentQuest Online Appointment Scheduler,2.E.4.h,Calendar and scheduling software,N,N
39-5092.00,Manicurists and Pedicurists,Customer information databases,2.E.6.c,Customer relationship management CRM software,N,N
39-5092.00,Manicurists and Pedicurists,DaySmart Software Appointment-Plus,2.E.4.h,Calendar and scheduling software,N,N
39-5092.00,Manicurists and Pedicurists,DaySmart Software Salon Iris,2.E.6.f,Data base user interface and query software,N,N
39-5092.00,Manicurists and Pedicurists,Facebook,2.E.4.g,Web page creation and editing software,Y,N
39-5092.00,Manicurists and Pedicurists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-5092.00,Manicurists and Pedicurists,Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-5093.00,Shampooers,Appointment scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-5093.00,Shampooers,Email software,2.E.16.a,Electronic mail software,N,N
39-5093.00,Shampooers,Facebook,2.E.4.g,Web page creation and editing software,Y,N
39-5093.00,Shampooers,Inventory tracking software,2.E.1.f,Inventory management software,N,N
39-5093.00,Shampooers,Web browser software,2.E.10.e,Internet browser software,N,N
39-5094.00,Skincare Specialists,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-5094.00,Skincare Specialists,Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-5094.00,Skincare Specialists,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-5094.00,Skincare Specialists,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-5094.00,Skincare Specialists,Spa management software,2.E.6.f,Data base user interface and query software,N,N
39-5094.00,Skincare Specialists,Web browser software,2.E.10.e,Internet browser software,N,N
39-6011.00,Baggage Porters and Bellhops,Corel WordPerfect Office Suite,2.E.1.k,Office suite software,N,N
39-6011.00,Baggage Porters and Bellhops,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-6011.00,Baggage Porters and Bellhops,Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-6011.00,Baggage Porters and Bellhops,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-6011.00,Baggage Porters and Bellhops,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-6012.00,Concierges,Billing software,2.E.2.f,Billing and invoicing software,N,N
39-6012.00,Concierges,Budgeting software,2.E.2.a,Accounting software,N,N
39-6012.00,Concierges,Delphi Technology,2.E.2.d,Financial analysis software,N,N
39-6012.00,Concierges,Mapping software,2.E.16.e,Map creation software,N,N
39-6012.00,Concierges,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
39-6012.00,Concierges,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
39-6012.00,Concierges,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y
39-6012.00,Concierges,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-6012.00,Concierges,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N
39-6012.00,Concierges,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-6012.00,Concierges,Web browser software,2.E.10.e,Internet browser software,N,N
39-6012.00,Concierges,Work scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-6012.00,Concierges,Yardi software,2.E.6.f,Data base user interface and query software,Y,N
39-7011.00,Tour Guides and Escorts,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
39-7011.00,Tour Guides and Escorts,Apple Safari,2.E.10.e,Internet browser software,Y,N
39-7011.00,Tour Guides and Escorts,Centaur Systems Centaur Travel Business Management System TBMS,2.E.6.c,Customer relationship management CRM software,N,N
39-7011.00,Tour Guides and Escorts,Email software,2.E.16.a,Electronic mail software,N,N
39-7011.00,Tour Guides and Escorts,Facebook,2.E.4.g,Web page creation and editing software,Y,N
39-7011.00,Tour Guides and Escorts,Global positioning system GPS software,2.E.16.h,Mobile location based services software,N,N
39-7011.00,Tour Guides and Escorts,IBS Software Services Tour Partner,2.E.6.c,Customer relationship management CRM software,N,N
39-7011.00,Tour Guides and Escorts,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
39-7011.00,Tour Guides and Escorts,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-7011.00,Tour Guides and Escorts,Microsoft Internet Explorer,2.E.10.e,Internet browser software,N,N
39-7011.00,Tour Guides and Escorts,Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-7011.00,Tour Guides and Escorts,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-7011.00,Tour Guides and Escorts,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-7011.00,Tour Guides and Escorts,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-7011.00,Tour Guides and Escorts,Padlet,2.E.8.b,Computer based training software,N,N
39-7011.00,Tour Guides and Escorts,Pear Deck,2.E.4.f,Presentation software,N,N
39-7011.00,Tour Guides and Escorts,RBS GoTour Online,2.E.6.c,Customer relationship management CRM software,N,N
39-7011.00,Tour Guides and Escorts,SmugMug Flickr,2.E.4.b,Graphics or photo imaging software,N,N
39-7011.00,Tour Guides and Escorts,Softrip Travel Software System,2.E.6.c,Customer relationship management CRM software,N,N
39-7011.00,Tour Guides and Escorts,TourTech Systems TourTools,2.E.6.c,Customer relationship management CRM software,N,N
39-7011.00,Tour Guides and Escorts,Zoom,2.E.16.b,Video conferencing software,Y,N
39-7012.00,Travel Guides,Customer information databases,2.E.6.c,Customer relationship management CRM software,N,N
39-7012.00,Travel Guides,Data visualization software,2.E.9.d,Analytical or scientific software,N,N
39-7012.00,Travel Guides,Facebook,2.E.4.g,Web page creation and editing software,Y,N
39-7012.00,Travel Guides,Financial accounting software,2.E.2.a,Accounting software,N,N
39-7012.00,Travel Guides,Global positioning system GPS software,2.E.16.h,Mobile location based services software,N,N
39-7012.00,Travel Guides,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
39-7012.00,Travel Guides,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
39-7012.00,Travel Guides,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
39-7012.00,Travel Guides,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-7012.00,Travel Guides,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-7012.00,Travel Guides,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-7012.00,Travel Guides,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,N
39-7012.00,Travel Guides,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N
39-7012.00,Travel Guides,Travel Agent CMS,2.E.6.f,Data base user interface and query software,N,N
39-7012.00,Travel Guides,Web browser software,2.E.10.e,Internet browser software,N,N
39-9011.00,Childcare Workers,Educational software,2.E.8.b,Computer based training software,N,N
39-9011.00,Childcare Workers,Google Classroom,2.E.1.e,Project management software,N,N
39-9011.00,Childcare Workers,Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-9011.00,Childcare Workers,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-9011.00,Childcare Workers,Nearpod,2.E.8.e,Multi-media educational software,N,N
39-9011.00,Childcare Workers,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-9011.00,Childcare Workers,Schoology,2.E.8.b,Computer based training software,N,N
39-9011.00,Childcare Workers,Seesaw,2.E.8.e,Multi-media educational software,N,N
39-9011.00,Childcare Workers,Tadpoles,2.E.10.b,Desktop communications software,N,N
39-9011.00,Childcare Workers,Web browser software,2.E.10.e,Internet browser software,N,N
39-9011.01,Nannies,Educational software,2.E.8.b,Computer based training software,N,N
39-9011.01,Nannies,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-9011.01,Nannies,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-9011.01,Nannies,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-9011.01,Nannies,Web browser software,2.E.10.e,Internet browser software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Appointment scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,BioEx Systems Exercise Expert,2.E.6.f,Data base user interface and query software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,BioEx Systems Fitness Maker,2.E.1.e,Project management software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,BioEx Systems Nutrition Maker Plus,2.E.9.i,Medical software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Blink,2.E.16.d,Instant messaging software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,DaySmart Software Appointment-Plus,2.E.4.h,Calendar and scheduling software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,DietMaster Systems DietMaster,2.E.6.f,Data base user interface and query software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Email software,2.E.16.a,Electronic mail software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,EZFacility Trainer Management System,2.E.2.b,Enterprise resource planning ERP software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,ICTraining,2.E.6.f,Data base user interface and query software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Microsoft Office software,2.E.1.k,Office suite software,Y,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,MYOB BusinessEssentials,2.E.2.a,Accounting software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Online River Software Personal Trainer Pro,2.E.1.e,Project management software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Sage 50 Accounting,2.E.2.a,Accounting software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Sage Simply Accounting,2.E.2.a,Accounting software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Visual Health Information The Trainer's Exercise Toolbox,2.E.4.k,Desktop publishing software,N,N
39-9031.00,Exercise Trainers and Group Fitness Instructors,Web browser software,2.E.10.e,Internet browser software,N,N
39-9032.00,Recreation Workers,Appletree,2.E.8.b,Computer based training software,N,N
39-9032.00,Recreation Workers,Corel WordPerfect Office Suite,2.E.1.k,Office suite software,N,N
39-9032.00,Recreation Workers,Database software,2.E.6.f,Data base user interface and query software,N,N
39-9032.00,Recreation Workers,GroupMe,2.E.16.d,Instant messaging software,N,N
39-9032.00,Recreation Workers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-9032.00,Recreation Workers,Microsoft Internet Explorer,2.E.10.e,Internet browser software,N,N
39-9032.00,Recreation Workers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
39-9032.00,Recreation Workers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-9032.00,Recreation Workers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-9032.00,Recreation Workers,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N
39-9032.00,Recreation Workers,Microsoft Windows,2.E.13.c,Operating system software,Y,N
39-9032.00,Recreation Workers,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-9032.00,Recreation Workers,Recordkeeping software,2.E.6.f,Data base user interface and query software,N,N
39-9032.00,Recreation Workers,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N
39-9032.00,Recreation Workers,YouTube,2.E.4.c,Video creation and editing software,N,N
39-9041.00,Residential Advisors,Budgeting software,2.E.2.a,Accounting software,N,N
39-9041.00,Residential Advisors,Email software,2.E.16.a,Electronic mail software,N,N
39-9041.00,Residential Advisors,Google Docs,2.E.4.d,Word processing software,Y,N
39-9041.00,Residential Advisors,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
39-9041.00,Residential Advisors,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
39-9041.00,Residential Advisors,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
39-9041.00,Residential Advisors,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
39-9041.00,Residential Advisors,Microsoft Word,2.E.4.d,Word processing software,Y,N
39-9041.00,Residential Advisors,Survey software,2.E.9.d,Analytical or scientific software,N,N
39-9041.00,Residential Advisors,Web browser software,2.E.10.e,Internet browser software,N,N
39-9041.00,Residential Advisors,Website development software,2.E.4.g,Web page creation and editing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Adobe Acrobat,2.E.5.b,Document management software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,American Precision Instruments Regit,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Apple Safari,2.E.10.e,Internet browser software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,ASI Point of Sale,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Attitude POS itive AccuPOS Retail,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Autodesk Revit,2.E.9.c,Computer aided design CAD software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Bibase 4POS Retail,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,CAP Automation SellWise,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Comcash ERP,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,CompuTant CounterPoint,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,CyberMatrix POS,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Data entry software,2.E.6.f,Data base user interface and query software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Datasym SYMFINITE,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Delphi Technology,2.E.2.d,Financial analysis software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Exact business software,2.E.1.c,Human resources software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,EZ Software Solutions,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Facebook,2.E.4.g,Web page creation and editing software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Gift registry software,2.E.6.f,Data base user interface and query software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Google Ads,2.E.1.l,Sales and marketing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Google Analytics,2.E.6.g,Data mining software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Google Docs,2.E.4.d,Word processing software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Google Meet,2.E.16.b,Video conferencing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Hagel Unitime Systems,2.E.2.e,Time accounting software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Handheld computer device software,2.E.13.c,Operating system software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Human resource management software HRMS,2.E.1.c,Human resources software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,IBM Notes,2.E.16.a,Electronic mail software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Infocorp Computer Solutions $mart System,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Infocorp Softwear/POS,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Intuit QuickBooks Point of Sale,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Inventory management systems,2.E.1.f,Inventory management software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Kronos Enterprise Workforce Management,2.E.2.b,Enterprise resource planning ERP software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Kronos Workforce Timekeeper,2.E.2.e,Time accounting software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Lathem Time PayClock EZ,2.E.2.e,Time accounting software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,LinkedIn,2.E.4.g,Web page creation and editing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,LOB RetailPoint,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Logisoft Positive Pos System,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,ManageMore Cellular Manager,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Master Merchant Systems Music Store,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,MicroBiz,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Dynamics,2.E.6.c,Customer relationship management CRM software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Edge,2.E.10.e,Internet browser software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Project,2.E.1.e,Project management software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft SharePoint,2.E.5.b,Document management software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Windows,2.E.13.c,Operating system software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Microsoft Word,2.E.4.d,Word processing software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Millennium Software Atrex,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Minitab,2.E.9.d,Analytical or scientific software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Mozilla Firefox,2.E.10.e,Internet browser software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle Primavera Enterprise Project Portfolio Management,2.E.1.e,Project management software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Oracle Taleo,2.E.1.c,Human resources software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Payroll software,2.E.2.e,Time accounting software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Plexis Software Plexis POS,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Point of sale POS bookstore software,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Point of sale POS parts and services software,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Qualitech Solutions Dynamic Scheduling,2.E.4.h,Calendar and scheduling software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,R,2.E.7.e,Object or component oriented development software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,RiscStation POSSum,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Sage 50 Accounting,2.E.2.a,Accounting software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Sage 50 Accounting Software,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,SAS,2.E.9.d,Analytical or scientific software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,SBS Keystroke,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Semicron Systems,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,SmugMug Flickr,2.E.4.b,Graphics or photo imaging software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Social media sites,2.E.4.g,Web page creation and editing software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Softpedia ShopInvo,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,System3 POS software,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Teradata Database,2.E.6.d,Data base management system software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,The General Store,2.E.9.j,Point of sale POS software,N,N
