O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.a,Critical Thinking,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,07/2013,Analyst
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.b,Active Learning,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,07/2013,Analyst
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.b,Active Learning,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,07/2013,Analyst
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.c,Learning Strategies,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,07/2013,Analyst
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.c,Learning Strategies,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,07/2013,Analyst
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,07/2013,Analyst
53-4031.00,Railroad Conductors and Yardmasters,2.A.2.d,Monitoring,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,07/2013,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.a,Reading Comprehension,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.a,Reading Comprehension,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.b,Active Listening,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.c,Writing,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.c,Writing,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.d,Speaking,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.d,Speaking,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.e,Mathematics,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.e,Mathematics,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.f,Science,IM,Importance,1.00,8,0.0000,1.0000,1.0000,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.1.f,Science,LV,Level,0.00,8,0.0000,0.0000,0.0000,N,Y,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.a,Critical Thinking,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.b,Active Learning,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.b,Active Learning,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.c,Learning Strategies,IM,Importance,2.62,8,0.1830,2.2664,2.9836,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.c,Learning Strategies,LV,Level,2.62,8,0.1830,2.2664,2.9836,N,N,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2021,Analyst
53-4041.00,Subway and Streetcar Operators,2.A.2.d,Monitoring,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2021,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.a,Reading Comprehension,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.a,Reading Comprehension,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.b,Active Listening,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.b,Active Listening,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.c,Writing,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.c,Writing,LV,Level,2.62,8,0.1830,2.2664,2.9836,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.d,Speaking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.d,Speaking,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.e,Mathematics,IM,Importance,2.25,8,0.1637,1.9292,2.5708,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.e,Mathematics,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.f,Science,IM,Importance,1.62,8,0.1830,1.2664,1.9836,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.1.f,Science,LV,Level,0.62,8,0.1830,0.2664,0.9836,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.a,Critical Thinking,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.b,Active Learning,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.b,Active Learning,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.c,Learning Strategies,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.c,Learning Strategies,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.d,Monitoring,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst
53-5011.00,Sailors and Marine Oilers,2.A.2.d,Monitoring,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.a,Reading Comprehension,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.a,Reading Comprehension,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.b,Active Listening,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.b,Active Listening,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.c,Writing,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.c,Writing,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.d,Speaking,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.d,Speaking,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.e,Mathematics,IM,Importance,2.38,8,0.2631,1.8594,2.8906,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.e,Mathematics,LV,Level,2.38,8,0.3750,1.6400,3.1100,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.f,Science,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.1.f,Science,LV,Level,1.50,8,0.3273,0.8584,2.1416,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.a,Critical Thinking,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.a,Critical Thinking,LV,Level,3.25,8,0.2500,2.7600,3.7400,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.b,Active Learning,IM,Importance,3.12,8,0.2266,2.6809,3.5691,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.b,Active Learning,LV,Level,3.38,8,0.2631,2.8594,3.8906,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.c,Learning Strategies,IM,Importance,2.88,8,0.2266,2.4309,3.3191,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.3273,2.3584,3.6416,N,N,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.d,Monitoring,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",2.A.2.d,Monitoring,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2022,Analyst
53-5022.00,Motorboat Operators,2.A.1.a,Reading Comprehension,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.a,Reading Comprehension,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.b,Active Listening,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.b,Active Listening,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.c,Writing,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.c,Writing,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.d,Speaking,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.d,Speaking,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.e,Mathematics,IM,Importance,2.25,8,0.1637,1.9292,2.5708,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.e,Mathematics,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.f,Science,IM,Importance,1.50,8,0.1890,1.1296,1.8704,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.1.f,Science,LV,Level,0.50,8,0.1890,0.1296,0.8704,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.a,Critical Thinking,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.a,Critical Thinking,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.b,Active Learning,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.b,Active Learning,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.c,Learning Strategies,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.c,Learning Strategies,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.d,Monitoring,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2023,Analyst
53-5022.00,Motorboat Operators,2.A.2.d,Monitoring,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2023,Analyst
53-5031.00,Ship Engineers,2.A.1.a,Reading Comprehension,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.a,Reading Comprehension,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.b,Active Listening,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.c,Writing,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.c,Writing,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.d,Speaking,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.d,Speaking,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.e,Mathematics,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.e,Mathematics,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.f,Science,IM,Importance,1.88,8,0.1250,1.6300,2.1200,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.1.f,Science,LV,Level,2.00,8,0.3273,1.3584,2.6416,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.b,Active Learning,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.c,Learning Strategies,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.c,Learning Strategies,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.d,Monitoring,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2024,Analyst
53-5031.00,Ship Engineers,2.A.2.d,Monitoring,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2024,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.a,Reading Comprehension,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.a,Reading Comprehension,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.b,Active Listening,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.b,Active Listening,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.c,Writing,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.c,Writing,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.d,Speaking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.d,Speaking,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.e,Mathematics,LV,Level,1.88,8,0.1250,1.6300,2.1200,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.f,Science,IM,Importance,1.12,8,0.1250,1.0000,1.3700,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.1.f,Science,LV,Level,0.25,8,0.2500,0.0000,0.7400,N,Y,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.a,Critical Thinking,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.b,Active Learning,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.b,Active Learning,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.c,Learning Strategies,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.c,Learning Strategies,LV,Level,2.12,8,0.1250,1.8800,2.3700,N,N,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2020,Analyst
53-6011.00,Bridge and Lock Tenders,2.A.2.d,Monitoring,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2020,Analyst
53-6021.00,Parking Attendants,2.A.1.a,Reading Comprehension,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.a,Reading Comprehension,LV,Level,1.88,8,0.1250,1.6300,2.1200,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.b,Active Listening,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.b,Active Listening,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.c,Writing,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.c,Writing,LV,Level,2.00,8,0.1890,1.6296,2.3704,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.d,Speaking,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.d,Speaking,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.e,Mathematics,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.e,Mathematics,LV,Level,2.25,8,0.1637,1.9292,2.5708,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.f,Science,IM,Importance,1.00,8,0.0000,1.0000,1.0000,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.1.f,Science,LV,Level,0.00,8,0.0000,0.0000,0.0000,N,Y,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.a,Critical Thinking,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.a,Critical Thinking,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.b,Active Learning,IM,Importance,2.25,8,0.2500,1.7600,2.7400,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.b,Active Learning,LV,Level,1.75,8,0.3134,1.1358,2.3642,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.c,Learning Strategies,IM,Importance,2.12,8,0.1250,1.8800,2.3700,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.c,Learning Strategies,LV,Level,2.00,8,0.1890,1.6296,2.3704,N,N,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.d,Monitoring,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,07/2015,Analyst
53-6021.00,Parking Attendants,2.A.2.d,Monitoring,LV,Level,2.38,8,0.2631,1.8594,2.8906,N,N,07/2015,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.a,Reading Comprehension,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.a,Reading Comprehension,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.b,Active Listening,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.b,Active Listening,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.c,Writing,IM,Importance,2.62,8,0.1830,2.2664,2.9836,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.c,Writing,LV,Level,2.38,8,0.1830,2.0164,2.7336,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.d,Speaking,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.d,Speaking,LV,Level,2.50,8,0.1890,2.1296,2.8704,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.e,Mathematics,IM,Importance,2.38,8,0.1830,2.0164,2.7336,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.e,Mathematics,LV,Level,1.88,8,0.1250,1.6300,2.1200,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.f,Science,IM,Importance,1.38,8,0.1830,1.0164,1.7336,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.1.f,Science,LV,Level,0.38,8,0.1830,0.0164,0.7336,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.a,Critical Thinking,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.b,Active Learning,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.b,Active Learning,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.c,Learning Strategies,IM,Importance,2.25,8,0.1637,1.9292,2.5708,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.c,Learning Strategies,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.d,Monitoring,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,07/2016,Analyst
53-6031.00,Automotive and Watercraft Service Attendants,2.A.2.d,Monitoring,LV,Level,2.38,8,0.2631,1.8594,2.8906,N,N,07/2016,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.a,Reading Comprehension,IM,Importance,3.00,8,0.1890,2.6296,3.3704,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.a,Reading Comprehension,LV,Level,2.62,8,0.1830,2.2664,2.9836,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.b,Active Listening,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.b,Active Listening,LV,Level,2.75,8,0.1637,2.4292,3.0708,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.c,Writing,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.c,Writing,LV,Level,2.62,8,0.1830,2.2664,2.9836,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.d,Speaking,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.d,Speaking,LV,Level,2.88,8,0.2266,2.4309,3.3191,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.1890,1.6296,2.3704,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.e,Mathematics,LV,Level,1.88,8,0.3981,1.0947,2.6553,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.f,Science,IM,Importance,1.38,8,0.2631,1.0000,1.8906,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.1.f,Science,LV,Level,0.62,8,0.4978,0.0000,1.6006,N,Y,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.2.a,Critical Thinking,IM,Importance,3.00,8,0.1890,2.6296,3.3704,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.2.a,Critical Thinking,LV,Level,2.88,8,0.2266,2.4309,3.3191,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.2.b,Active Learning,IM,Importance,2.75,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.2.b,Active Learning,LV,Level,2.25,8,0.3134,1.6358,2.8642,N,N,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.2.c,Learning Strategies,IM,Importance,2.50,8,0.1890,2.1296,2.8704,N,,08/2026,Analyst
53-6032.00,Aircraft Service Attendants,2.A.2.c,Learning Strategies,LV,Level,2.25,8,0.2500,1.7600,2.7400,N,N,08/2026,Analyst
